,temp_air,ghi,dni,dhi,wind_speed
2021-01-01 00:00:00,21.22,0.0,-0.0,0.0,5.0
2021-01-01 01:00:00,20.3,0.0,-0.0,0.0,4.73
2021-01-01 02:00:00,19.37,0.0,-0.0,0.0,4.45
2021-01-01 03:00:00,18.45,0.0,-0.0,0.0,4.18
2021-01-01 04:00:00,17.52,14.0,0.0,14.0,3.91
2021-01-01 05:00:00,16.6,73.0,0.0,73.0,3.63
2021-01-01 06:00:00,15.68,326.0,134.75,256.0,3.36
2021-01-01 07:00:00,14.75,602.0,437.74,297.0,3.08
2021-01-01 08:00:00,20.89,796.0,584.58,305.0,3.59
2021-01-01 09:00:00,23.06,987.0,823.04,214.0,3.38
2021-01-01 10:00:00,24.04,976.0,653.94,330.0,3.1
2021-01-01 11:00:00,25.68,993.0,710.38,295.0,3.31
2021-01-01 12:00:00,25.65,935.0,726.43,264.0,3.52
2021-01-01 13:00:00,25.75,635.0,283.35,404.0,3.52
2021-01-01 14:00:00,26.05,596.0,517.61,252.0,3.52
2021-01-01 15:00:00,26.18,447.0,643.11,137.0,3.24
2021-01-01 16:00:00,25.67,22.0,0.0,22.0,2.97
2021-01-01 17:00:00,24.71,34.0,138.42,24.0,2.07
2021-01-01 18:00:00,23.64,0.0,-0.0,0.0,1.31
2021-01-01 19:00:00,22.32,0.0,-0.0,0.0,1.79
2021-01-01 20:00:00,21.3,0.0,-0.0,0.0,2.41
2021-01-01 21:00:00,20.79,0.0,-0.0,0.0,2.76
2021-01-01 22:00:00,20.08,0.0,-0.0,0.0,3.52
2021-01-01 23:00:00,19.41,0.0,-0.0,0.0,3.45
2021-01-02 00:00:00,19.13,0.0,-0.0,0.0,2.62
2021-01-02 01:00:00,18.52,0.0,-0.0,0.0,2.28
2021-01-02 02:00:00,17.93,0.0,-0.0,0.0,2.21
2021-01-02 03:00:00,17.4,0.0,-0.0,0.0,2.21
2021-01-02 04:00:00,17.3,75.0,354.06,36.0,2.0
2021-01-02 05:00:00,19.57,291.0,663.44,80.0,2.07
2021-01-02 06:00:00,21.33,514.0,780.55,110.0,1.66
2021-01-02 07:00:00,23.52,731.0,874.6,123.0,0.48
2021-01-02 08:00:00,24.92,884.0,847.73,173.0,0.21
2021-01-02 09:00:00,26.26,1012.0,892.99,174.0,0.28
2021-01-02 10:00:00,27.36,1008.0,729.11,288.0,0.48
2021-01-02 11:00:00,27.78,616.0,100.75,517.0,0.55
2021-01-02 12:00:00,28.56,1014.0,950.13,136.0,0.55
2021-01-02 13:00:00,28.73,854.0,838.33,170.0,0.48
2021-01-02 14:00:00,28.99,248.0,4.51,245.0,0.9
2021-01-02 15:00:00,27.3,56.0,0.0,56.0,2.41
2021-01-02 16:00:00,24.75,23.0,0.0,23.0,2.76
2021-01-02 17:00:00,23.88,38.0,191.76,24.0,2.55
2021-01-02 18:00:00,22.51,0.0,-0.0,0.0,1.66
2021-01-02 19:00:00,22.15,0.0,-0.0,0.0,3.1
2021-01-02 20:00:00,21.24,0.0,-0.0,0.0,3.66
2021-01-02 21:00:00,20.42,0.0,-0.0,0.0,2.48
2021-01-02 22:00:00,19.81,0.0,-0.0,0.0,2.14
2021-01-02 23:00:00,19.37,0.0,-0.0,0.0,2.28
2021-01-03 00:00:00,18.97,0.0,-0.0,0.0,2.28
2021-01-03 01:00:00,18.56,0.0,-0.0,0.0,2.21
2021-01-03 02:00:00,18.27,0.0,-0.0,0.0,2.14
2021-01-03 03:00:00,17.99,0.0,-0.0,0.0,2.21
2021-01-03 04:00:00,18.13,73.0,352.47,35.0,2.28
2021-01-03 05:00:00,20.14,288.0,658.53,80.0,2.9
2021-01-03 06:00:00,22.43,511.0,769.91,114.0,3.24
2021-01-03 07:00:00,24.83,727.0,865.09,127.0,2.62
2021-01-03 08:00:00,26.35,905.0,917.02,137.0,2.76
2021-01-03 09:00:00,27.63,1030.0,946.01,143.0,2.76
2021-01-03 10:00:00,28.54,1098.0,972.51,138.0,2.69
2021-01-03 11:00:00,29.96,1110.0,1010.54,117.0,2.76
2021-01-03 12:00:00,29.17,1018.0,954.08,136.0,4.62
2021-01-03 13:00:00,25.47,876.0,907.48,135.0,4.34
2021-01-03 14:00:00,26.83,691.0,849.52,125.0,1.72
2021-01-03 15:00:00,26.99,475.0,768.84,103.0,0.41
2021-01-03 16:00:00,27.26,243.0,585.67,78.0,0.76
2021-01-03 17:00:00,26.85,39.0,203.56,24.0,0.83
2021-01-03 18:00:00,25.56,0.0,-0.0,0.0,0.21
2021-01-03 19:00:00,24.38,0.0,-0.0,0.0,1.38
2021-01-03 20:00:00,23.55,0.0,-0.0,0.0,2.9
2021-01-03 21:00:00,22.36,0.0,-0.0,0.0,3.24
2021-01-03 22:00:00,21.31,0.0,-0.0,0.0,2.76
2021-01-03 23:00:00,20.65,0.0,-0.0,0.0,2.21
2021-01-04 00:00:00,19.9,0.0,-0.0,0.0,2.41
2021-01-04 01:00:00,19.42,0.0,-0.0,0.0,3.03
2021-01-04 02:00:00,19.12,0.0,-0.0,0.0,2.97
2021-01-04 03:00:00,18.85,0.0,-0.0,0.0,2.41
2021-01-04 04:00:00,18.84,69.0,313.03,36.0,2.0
2021-01-04 05:00:00,20.44,279.0,612.2,87.0,2.48
2021-01-04 06:00:00,22.64,472.0,593.76,167.0,3.03
2021-01-04 07:00:00,25.1,720.0,848.35,133.0,3.1
2021-01-04 08:00:00,26.69,877.0,832.28,181.0,3.1
2021-01-04 09:00:00,28.05,1027.0,943.63,143.0,2.97
2021-01-04 10:00:00,29.4,1037.0,806.7,241.0,3.03
2021-01-04 11:00:00,30.27,390.0,5.09,385.0,3.17
2021-01-04 12:00:00,30.76,483.0,38.93,447.0,3.24
2021-01-04 13:00:00,30.64,795.0,647.38,266.0,3.17
2021-01-04 14:00:00,30.32,709.0,907.02,104.0,2.76
2021-01-04 15:00:00,30.08,246.0,51.58,221.0,2.14
2021-01-04 16:00:00,29.62,223.0,435.42,100.0,2.76
2021-01-04 17:00:00,26.35,30.0,80.77,24.0,2.62
2021-01-04 18:00:00,23.85,0.0,-0.0,0.0,3.66
2021-01-04 19:00:00,23.33,0.0,-0.0,0.0,4.76
2021-01-04 20:00:00,22.53,0.0,-0.0,0.0,4.14
2021-01-04 21:00:00,21.49,0.0,-0.0,0.0,3.59
2021-01-04 22:00:00,20.94,0.0,-0.0,0.0,2.76
2021-01-04 23:00:00,20.63,0.0,-0.0,0.0,2.69
2021-01-05 00:00:00,20.38,0.0,-0.0,0.0,2.97
2021-01-05 01:00:00,20.19,0.0,-0.0,0.0,2.97
2021-01-05 02:00:00,19.84,0.0,-0.0,0.0,2.83
2021-01-05 03:00:00,19.51,0.0,-0.0,0.0,2.83
2021-01-05 04:00:00,19.34,7.0,0.0,7.0,2.9
2021-01-05 05:00:00,21.28,186.0,138.11,143.0,3.24
2021-01-05 06:00:00,23.37,354.0,207.16,248.0,3.1
2021-01-05 07:00:00,24.44,711.0,837.35,133.0,4.62
2021-01-05 08:00:00,26.0,892.0,903.0,138.0,3.86
2021-01-05 09:00:00,27.37,1018.0,933.79,144.0,3.24
2021-01-05 10:00:00,28.45,1086.0,960.14,139.0,2.9
2021-01-05 11:00:00,29.88,1081.0,958.67,139.0,2.55
2021-01-05 12:00:00,30.87,1008.0,941.53,137.0,2.28
2021-01-05 13:00:00,31.15,869.0,895.2,137.0,1.45
2021-01-05 14:00:00,31.32,681.0,823.69,131.0,1.45
2021-01-05 15:00:00,30.6,469.0,743.7,108.0,1.66
2021-01-05 16:00:00,26.92,190.0,243.67,121.0,2.97
2021-01-05 17:00:00,25.4,32.0,93.59,25.0,2.48
2021-01-05 18:00:00,24.2,0.0,-0.0,0.0,2.41
2021-01-05 19:00:00,22.49,0.0,-0.0,0.0,4.21
2021-01-05 20:00:00,22.43,0.0,-0.0,0.0,4.34
2021-01-05 21:00:00,22.19,0.0,-0.0,0.0,4.14
2021-01-05 22:00:00,21.82,0.0,-0.0,0.0,3.93
2021-01-05 23:00:00,21.47,0.0,-0.0,0.0,3.66
2021-01-06 00:00:00,21.1,0.0,-0.0,0.0,3.38
2021-01-06 01:00:00,20.87,0.0,-0.0,0.0,3.52
2021-01-06 02:00:00,20.83,0.0,-0.0,0.0,3.86
2021-01-06 03:00:00,20.48,0.0,-0.0,0.0,3.72
2021-01-06 04:00:00,20.26,64.0,298.53,34.0,3.17
2021-01-06 05:00:00,21.47,253.0,475.65,106.0,3.86
2021-01-06 06:00:00,23.29,391.0,315.91,230.0,4.41
2021-01-06 07:00:00,25.68,523.0,274.47,334.0,4.83
2021-01-06 08:00:00,27.4,805.0,641.71,270.0,5.03
2021-01-06 09:00:00,28.95,1006.0,912.19,153.0,4.76
2021-01-06 10:00:00,30.38,809.0,332.7,481.0,4.69
2021-01-06 11:00:00,31.57,114.0,0.0,114.0,4.62
2021-01-06 12:00:00,32.02,91.0,0.0,91.0,4.55
2021-01-06 13:00:00,31.8,823.0,750.43,209.0,4.48
2021-01-06 14:00:00,29.46,645.0,688.24,185.0,2.76
2021-01-06 15:00:00,28.96,274.0,88.46,231.0,3.31
2021-01-06 16:00:00,29.04,205.0,324.19,113.0,2.83
2021-01-06 17:00:00,28.3,33.0,106.35,25.0,2.0
2021-01-06 18:00:00,27.0,0.0,-0.0,0.0,1.52
2021-01-06 19:00:00,24.18,0.0,-0.0,0.0,1.03
2021-01-06 20:00:00,22.48,0.0,-0.0,0.0,1.24
2021-01-06 21:00:00,21.6,0.0,-0.0,0.0,0.14
2021-01-06 22:00:00,21.11,0.0,-0.0,0.0,2.14
2021-01-06 23:00:00,20.61,0.0,-0.0,0.0,2.62
2021-01-07 00:00:00,20.16,0.0,-0.0,0.0,2.76
2021-01-07 01:00:00,19.75,0.0,-0.0,0.0,2.48
2021-01-07 02:00:00,19.54,0.0,-0.0,0.0,2.14
2021-01-07 03:00:00,19.37,0.0,-0.0,0.0,2.48
2021-01-07 04:00:00,19.21,6.0,0.0,6.0,3.24
2021-01-07 05:00:00,20.05,24.0,0.0,24.0,4.0
2021-01-07 06:00:00,22.37,45.0,0.0,45.0,4.07
2021-01-07 07:00:00,24.98,69.0,0.0,69.0,3.79
2021-01-07 08:00:00,26.23,111.0,0.0,111.0,4.48
2021-01-07 09:00:00,27.21,266.0,0.0,266.0,5.24
2021-01-07 10:00:00,28.18,708.0,194.84,516.0,5.79
2021-01-07 11:00:00,28.35,987.0,713.51,286.0,6.0
2021-01-07 12:00:00,29.16,1043.0,1032.85,87.0,6.28
2021-01-07 13:00:00,27.55,904.0,994.3,90.0,6.21
2021-01-07 14:00:00,24.21,337.0,41.86,309.0,6.69
2021-01-07 15:00:00,23.6,46.0,0.0,46.0,5.31
2021-01-07 16:00:00,24.09,43.0,0.0,43.0,4.28
2021-01-07 17:00:00,23.99,21.0,13.23,20.0,3.45
2021-01-07 18:00:00,22.19,0.0,-0.0,0.0,2.55
2021-01-07 19:00:00,21.76,0.0,-0.0,0.0,1.52
2021-01-07 20:00:00,21.54,0.0,-0.0,0.0,0.62
2021-01-07 21:00:00,21.37,0.0,-0.0,0.0,0.83
2021-01-07 22:00:00,21.08,0.0,-0.0,0.0,0.9
2021-01-07 23:00:00,20.69,0.0,-0.0,0.0,1.59
2021-01-08 00:00:00,19.91,0.0,-0.0,0.0,2.28
2021-01-08 01:00:00,19.21,0.0,-0.0,0.0,2.48
2021-01-08 02:00:00,18.5,0.0,-0.0,0.0,2.9
2021-01-08 03:00:00,18.05,0.0,-0.0,0.0,3.17
2021-01-08 04:00:00,17.66,5.0,0.0,5.0,3.31
2021-01-08 05:00:00,17.42,181.0,138.01,139.0,3.86
2021-01-08 06:00:00,17.17,200.0,9.89,195.0,4.48
2021-01-08 07:00:00,19.73,222.0,0.0,222.0,5.52
2021-01-08 08:00:00,20.17,487.0,79.41,421.0,5.45
2021-01-08 09:00:00,20.77,694.0,222.86,486.0,5.38
2021-01-08 10:00:00,21.42,430.0,11.17,419.0,5.38
2021-01-08 11:00:00,21.67,498.0,32.57,466.0,6.62
2021-01-08 12:00:00,21.56,746.0,311.09,458.0,7.03
2021-01-08 13:00:00,21.83,858.0,849.73,162.0,7.1
2021-01-08 14:00:00,21.91,171.0,0.0,171.0,7.31
2021-01-08 15:00:00,21.52,142.0,0.0,142.0,7.38
2021-01-08 16:00:00,20.93,209.0,337.11,113.0,7.31
2021-01-08 17:00:00,19.44,42.0,237.38,24.0,6.55
2021-01-08 18:00:00,18.14,0.0,-0.0,0.0,5.86
2021-01-08 19:00:00,17.43,0.0,-0.0,0.0,5.45
2021-01-08 20:00:00,16.62,0.0,-0.0,0.0,5.38
2021-01-08 21:00:00,16.04,0.0,-0.0,0.0,5.31
2021-01-08 22:00:00,15.52,0.0,-0.0,0.0,5.31
2021-01-08 23:00:00,15.05,0.0,-0.0,0.0,5.45
2021-01-09 00:00:00,14.74,0.0,-0.0,0.0,5.38
2021-01-09 01:00:00,14.48,0.0,-0.0,0.0,5.24
2021-01-09 02:00:00,14.25,0.0,-0.0,0.0,5.03
2021-01-09 03:00:00,14.2,0.0,-0.0,0.0,4.97
2021-01-09 04:00:00,14.36,64.0,377.31,29.0,4.9
2021-01-09 05:00:00,15.98,287.0,712.11,72.0,5.59
2021-01-09 06:00:00,18.16,517.0,820.45,104.0,5.38
2021-01-09 07:00:00,20.11,738.0,904.28,120.0,4.0
2021-01-09 08:00:00,22.06,923.0,956.91,129.0,2.34
2021-01-09 09:00:00,23.56,1060.0,1000.62,127.0,1.24
2021-01-09 10:00:00,24.62,1096.0,934.56,176.0,1.17
2021-01-09 11:00:00,25.72,1087.0,915.28,188.0,1.66
2021-01-09 12:00:00,26.49,993.0,834.82,220.0,2.55
2021-01-09 13:00:00,27.05,0.0,0.0,0.0,3.24
2021-01-09 14:00:00,27.24,0.0,0.0,0.0,3.72
2021-01-09 15:00:00,27.15,494.0,803.67,102.0,4.0
2021-01-09 16:00:00,26.61,219.0,368.22,114.0,4.07
2021-01-09 17:00:00,25.22,32.0,78.95,26.0,3.52
2021-01-09 18:00:00,22.93,0.0,-0.0,0.0,4.28
2021-01-09 19:00:00,21.61,0.0,-0.0,0.0,5.17
2021-01-09 20:00:00,20.58,0.0,-0.0,0.0,6.55
2021-01-09 21:00:00,19.27,0.0,-0.0,0.0,6.69
2021-01-09 22:00:00,18.26,0.0,-0.0,0.0,6.07
2021-01-09 23:00:00,17.51,0.0,-0.0,0.0,5.59
2021-01-10 00:00:00,17.0,0.0,-0.0,0.0,5.1
2021-01-10 01:00:00,16.71,0.0,-0.0,0.0,4.69
2021-01-10 02:00:00,16.17,0.0,-0.0,0.0,4.34
2021-01-10 03:00:00,15.61,0.0,-0.0,0.0,4.21
2021-01-10 04:00:00,15.32,63.0,388.46,28.0,4.21
2021-01-10 05:00:00,17.09,278.0,674.51,76.0,4.41
2021-01-10 06:00:00,19.84,500.0,758.12,120.0,4.07
2021-01-10 07:00:00,22.43,728.0,884.62,125.0,4.34
2021-01-10 08:00:00,24.51,916.0,950.03,129.0,3.17
2021-01-10 09:00:00,25.89,1048.0,980.16,135.0,1.72
2021-01-10 10:00:00,27.05,1115.0,994.01,137.0,0.97
2021-01-10 11:00:00,27.96,1087.0,927.65,176.0,1.1
2021-01-10 12:00:00,28.64,1005.0,877.9,192.0,1.72
2021-01-10 13:00:00,28.78,384.0,19.52,368.0,2.41
2021-01-10 14:00:00,28.99,687.0,781.59,163.0,2.83
2021-01-10 15:00:00,28.82,207.0,16.39,199.0,2.97
2021-01-10 16:00:00,28.46,254.0,620.06,77.0,2.62
2021-01-10 17:00:00,27.43,48.0,328.6,23.0,1.79
2021-01-10 18:00:00,25.5,0.0,-0.0,0.0,2.34
2021-01-10 19:00:00,24.17,0.0,-0.0,0.0,1.38
2021-01-10 20:00:00,22.65,0.0,-0.0,0.0,2.97
2021-01-10 21:00:00,21.86,0.0,-0.0,0.0,3.79
2021-01-10 22:00:00,21.23,0.0,-0.0,0.0,3.45
2021-01-10 23:00:00,20.44,0.0,-0.0,0.0,2.48
2021-01-11 00:00:00,19.24,0.0,-0.0,0.0,2.0
2021-01-11 01:00:00,18.64,0.0,-0.0,0.0,2.69
2021-01-11 02:00:00,18.08,0.0,-0.0,0.0,3.03
2021-01-11 03:00:00,17.61,0.0,-0.0,0.0,3.03
2021-01-11 04:00:00,17.22,58.0,331.82,29.0,2.83
2021-01-11 05:00:00,19.6,280.0,690.23,75.0,2.69
2021-01-11 06:00:00,22.17,513.0,815.5,106.0,2.83
2021-01-11 07:00:00,25.75,739.0,911.96,119.0,3.86
2021-01-11 08:00:00,27.73,926.0,963.71,129.0,2.07
2021-01-11 09:00:00,29.06,1059.0,995.14,133.0,1.1
2021-01-11 10:00:00,30.18,1127.0,1008.81,135.0,2.21
2021-01-11 11:00:00,30.97,1143.0,1049.04,113.0,2.83
2021-01-11 12:00:00,31.53,1051.0,992.27,132.0,3.24
2021-01-11 13:00:00,31.84,909.0,946.27,133.0,3.59
2021-01-11 14:00:00,31.83,721.0,891.48,123.0,3.86
2021-01-11 15:00:00,31.58,497.0,802.41,105.0,3.86
2021-01-11 16:00:00,30.98,260.0,651.08,74.0,3.72
2021-01-11 17:00:00,29.23,46.0,289.19,24.0,2.9
2021-01-11 18:00:00,26.76,0.0,-0.0,0.0,3.24
2021-01-11 19:00:00,24.97,0.0,-0.0,0.0,3.38
2021-01-11 20:00:00,23.68,0.0,-0.0,0.0,3.17
2021-01-11 21:00:00,22.4,0.0,-0.0,0.0,3.52
2021-01-11 22:00:00,21.63,0.0,-0.0,0.0,4.83
2021-01-11 23:00:00,20.91,0.0,-0.0,0.0,5.03
2021-01-12 00:00:00,20.14,0.0,-0.0,0.0,4.07
2021-01-12 01:00:00,19.26,0.0,-0.0,0.0,3.38
2021-01-12 02:00:00,18.55,0.0,-0.0,0.0,3.31
2021-01-12 03:00:00,18.02,0.0,-0.0,0.0,3.52
2021-01-12 04:00:00,17.84,56.0,330.74,28.0,3.93
2021-01-12 05:00:00,19.92,277.0,682.52,76.0,4.21
2021-01-12 06:00:00,22.75,512.0,819.09,105.0,4.9
2021-01-12 07:00:00,26.47,735.0,902.59,123.0,4.41
2021-01-12 08:00:00,29.06,922.0,954.44,134.0,4.62
2021-01-12 09:00:00,30.8,1055.0,984.35,140.0,5.45
2021-01-12 10:00:00,31.91,1130.0,1012.46,135.0,6.14
2021-01-12 11:00:00,32.77,1140.0,1039.1,120.0,6.69
2021-01-12 12:00:00,33.32,0.0,0.0,0.0,7.31
2021-01-12 13:00:00,33.49,0.0,0.0,0.0,7.59
2021-01-12 14:00:00,33.4,629.0,549.84,260.0,7.79
2021-01-12 15:00:00,33.1,439.0,519.63,185.0,7.79
2021-01-12 16:00:00,32.24,262.0,654.25,75.0,7.31
2021-01-12 17:00:00,30.5,40.0,184.25,26.0,6.0
2021-01-12 18:00:00,28.15,0.0,-0.0,0.0,5.17
2021-01-12 19:00:00,26.85,0.0,-0.0,0.0,4.9
2021-01-12 20:00:00,25.76,0.0,-0.0,0.0,4.76
2021-01-12 21:00:00,24.66,0.0,-0.0,0.0,4.48
2021-01-12 22:00:00,23.57,0.0,-0.0,0.0,4.28
2021-01-12 23:00:00,22.53,0.0,-0.0,0.0,4.0
2021-01-13 00:00:00,21.54,0.0,-0.0,0.0,3.72
2021-01-13 01:00:00,20.37,0.0,-0.0,0.0,3.38
2021-01-13 02:00:00,19.17,0.0,-0.0,0.0,3.31
2021-01-13 03:00:00,18.3,0.0,-0.0,0.0,3.24
2021-01-13 04:00:00,17.5,53.0,317.53,27.0,3.1
2021-01-13 05:00:00,19.91,261.0,599.39,86.0,2.76
2021-01-13 06:00:00,23.95,507.0,816.69,103.0,3.03
2021-01-13 07:00:00,27.34,705.0,810.39,157.0,3.38
2021-01-13 08:00:00,29.5,906.0,926.96,142.0,3.31
2021-01-13 09:00:00,31.3,1044.0,973.56,140.0,3.93
2021-01-13 10:00:00,32.7,1118.0,1000.86,135.0,4.48
2021-01-13 11:00:00,33.66,1129.0,1027.16,121.0,5.03
2021-01-13 12:00:00,34.11,1039.0,970.63,140.0,5.38
2021-01-13 13:00:00,34.23,884.0,871.45,169.0,5.45
2021-01-13 14:00:00,33.9,701.0,820.73,150.0,4.9
2021-01-13 15:00:00,33.12,491.0,781.16,109.0,3.72
2021-01-13 16:00:00,32.95,256.0,619.13,79.0,3.66
2021-01-13 17:00:00,30.35,48.0,343.01,22.0,6.07
2021-01-13 18:00:00,27.95,0.0,-0.0,0.0,6.28
2021-01-13 19:00:00,27.04,0.0,-0.0,0.0,4.83
2021-01-13 20:00:00,26.26,0.0,-0.0,0.0,4.07
2021-01-13 21:00:00,25.47,0.0,-0.0,0.0,3.59
2021-01-13 22:00:00,24.77,0.0,-0.0,0.0,3.52
2021-01-13 23:00:00,24.14,0.0,-0.0,0.0,3.52
2021-01-14 00:00:00,23.42,0.0,-0.0,0.0,3.17
2021-01-14 01:00:00,22.89,0.0,-0.0,0.0,3.1
2021-01-14 02:00:00,22.51,0.0,-0.0,0.0,2.97
2021-01-14 03:00:00,22.0,0.0,-0.0,0.0,2.76
2021-01-14 04:00:00,21.4,47.0,252.93,27.0,2.9
2021-01-14 05:00:00,22.95,255.0,608.14,79.0,3.38
2021-01-14 06:00:00,24.94,479.0,731.04,119.0,3.79
2021-01-14 07:00:00,27.34,709.0,871.92,121.0,4.48
2021-01-14 08:00:00,29.67,883.0,898.19,144.0,4.9
2021-01-14 09:00:00,31.45,1019.0,944.44,143.0,5.24
2021-01-14 10:00:00,32.57,1087.0,959.74,145.0,4.97
2021-01-14 11:00:00,33.55,927.0,549.41,388.0,4.69
2021-01-14 12:00:00,33.48,555.0,83.14,478.0,4.34
2021-01-14 13:00:00,33.35,821.0,708.02,240.0,4.48
2021-01-14 14:00:00,30.76,113.0,0.0,113.0,5.45
2021-01-14 15:00:00,29.94,501.0,850.46,85.0,6.21
2021-01-14 16:00:00,28.53,248.0,594.69,78.0,4.41
2021-01-14 17:00:00,24.18,42.0,225.08,25.0,4.07
2021-01-14 18:00:00,22.25,0.0,-0.0,0.0,0.97
2021-01-14 19:00:00,21.92,0.0,-0.0,0.0,2.83
2021-01-14 20:00:00,21.58,0.0,-0.0,0.0,2.97
2021-01-14 21:00:00,21.7,0.0,-0.0,0.0,2.69
2021-01-14 22:00:00,21.66,0.0,-0.0,0.0,2.48
2021-01-14 23:00:00,21.34,0.0,-0.0,0.0,2.48
2021-01-15 00:00:00,21.13,0.0,-0.0,0.0,2.41
2021-01-15 01:00:00,20.86,0.0,-0.0,0.0,2.48
2021-01-15 02:00:00,20.62,0.0,-0.0,0.0,2.97
2021-01-15 03:00:00,20.43,0.0,-0.0,0.0,3.31
2021-01-15 04:00:00,20.28,40.0,157.42,28.0,3.31
2021-01-15 05:00:00,22.1,249.0,571.78,85.0,3.66
2021-01-15 06:00:00,24.69,477.0,730.31,119.0,4.21
2021-01-15 07:00:00,27.05,700.0,846.09,131.0,4.34
2021-01-15 08:00:00,28.9,887.0,914.38,136.0,4.41
2021-01-15 09:00:00,30.52,1018.0,945.5,142.0,4.21
2021-01-15 10:00:00,31.76,1087.0,960.38,145.0,4.07
2021-01-15 11:00:00,32.32,1098.0,986.01,131.0,3.86
2021-01-15 12:00:00,32.8,567.0,90.7,483.0,3.59
2021-01-15 13:00:00,33.08,788.0,611.7,286.0,3.52
2021-01-15 14:00:00,33.15,526.0,302.24,323.0,3.59
2021-01-15 15:00:00,33.21,286.0,100.16,237.0,3.66
2021-01-15 16:00:00,32.87,212.0,339.45,115.0,3.24
2021-01-15 17:00:00,31.89,41.0,212.86,25.0,1.86
2021-01-15 18:00:00,29.7,0.0,-0.0,0.0,1.72
2021-01-15 19:00:00,27.54,0.0,-0.0,0.0,2.69
2021-01-15 20:00:00,26.38,0.0,-0.0,0.0,3.24
2021-01-15 21:00:00,25.8,0.0,-0.0,0.0,3.79
2021-01-15 22:00:00,25.22,0.0,-0.0,0.0,3.52
2021-01-15 23:00:00,24.32,0.0,-0.0,0.0,3.1
2021-01-16 00:00:00,23.42,0.0,-0.0,0.0,3.03
2021-01-16 01:00:00,22.82,0.0,-0.0,0.0,2.76
2021-01-16 02:00:00,22.25,0.0,-0.0,0.0,2.83
2021-01-16 03:00:00,22.02,0.0,-0.0,0.0,3.45
2021-01-16 04:00:00,21.98,31.0,81.79,25.0,3.59
2021-01-16 05:00:00,23.45,238.0,517.22,91.0,4.28
2021-01-16 06:00:00,25.41,467.0,705.02,123.0,5.24
2021-01-16 07:00:00,27.93,691.0,835.04,131.0,6.14
2021-01-16 08:00:00,29.66,877.0,903.82,136.0,5.72
2021-01-16 09:00:00,31.09,1014.0,947.67,137.0,4.97
2021-01-16 10:00:00,32.57,1071.0,934.52,155.0,4.34
2021-01-16 11:00:00,33.77,1071.0,934.35,155.0,4.14
2021-01-16 12:00:00,33.58,931.0,711.7,272.0,3.59
2021-01-16 13:00:00,33.59,612.0,236.39,418.0,2.55
2021-01-16 14:00:00,33.47,220.0,0.0,220.0,1.66
2021-01-16 15:00:00,33.23,108.0,0.0,108.0,0.83
2021-01-16 16:00:00,31.98,92.0,3.5,91.0,1.79
2021-01-16 17:00:00,27.22,8.0,0.0,8.0,2.14
2021-01-16 18:00:00,23.87,0.0,-0.0,0.0,2.34
2021-01-16 19:00:00,23.52,0.0,-0.0,0.0,2.55
2021-01-16 20:00:00,23.23,0.0,-0.0,0.0,3.52
2021-01-16 21:00:00,23.14,0.0,-0.0,0.0,4.07
2021-01-16 22:00:00,23.05,0.0,-0.0,0.0,3.45
2021-01-16 23:00:00,22.83,0.0,-0.0,0.0,2.9
2021-01-17 00:00:00,22.57,0.0,-0.0,0.0,2.41
2021-01-17 01:00:00,22.5,0.0,-0.0,0.0,2.28
2021-01-17 02:00:00,22.34,0.0,-0.0,0.0,2.34
2021-01-17 03:00:00,22.01,0.0,-0.0,0.0,2.34
2021-01-17 04:00:00,21.57,7.0,0.0,7.0,2.14
2021-01-17 05:00:00,23.3,36.0,0.0,36.0,2.14
2021-01-17 06:00:00,25.47,243.0,47.36,220.0,3.1
2021-01-17 07:00:00,26.82,200.0,0.0,200.0,4.41
2021-01-17 08:00:00,28.31,849.0,829.71,170.0,4.55
2021-01-17 09:00:00,29.83,892.0,620.98,318.0,4.41
2021-01-17 10:00:00,30.99,557.0,63.3,495.0,4.28
2021-01-17 11:00:00,29.22,786.0,305.12,487.0,4.21
2021-01-17 12:00:00,26.62,645.0,172.83,485.0,5.72
2021-01-17 13:00:00,28.25,295.0,2.44,293.0,3.93
2021-01-17 14:00:00,28.93,451.0,168.23,338.0,2.83
2021-01-17 15:00:00,29.45,73.0,0.0,73.0,1.86
2021-01-17 16:00:00,29.36,52.0,0.0,52.0,0.9
2021-01-17 17:00:00,28.93,34.0,121.34,25.0,0.62
2021-01-17 18:00:00,24.84,0.0,-0.0,0.0,1.59
2021-01-17 19:00:00,24.67,0.0,-0.0,0.0,2.0
2021-01-17 20:00:00,24.24,0.0,-0.0,0.0,2.9
2021-01-17 21:00:00,23.48,0.0,-0.0,0.0,3.24
2021-01-17 22:00:00,22.9,0.0,-0.0,0.0,3.38
2021-01-17 23:00:00,22.45,0.0,-0.0,0.0,2.76
2021-01-18 00:00:00,21.76,0.0,-0.0,0.0,1.38
2021-01-18 01:00:00,21.43,0.0,-0.0,0.0,0.76
2021-01-18 02:00:00,21.14,0.0,-0.0,0.0,1.31
2021-01-18 03:00:00,20.7,0.0,-0.0,0.0,1.17
2021-01-18 04:00:00,20.83,5.0,0.0,5.0,1.93
2021-01-18 05:00:00,21.83,46.0,0.0,46.0,2.9
2021-01-18 06:00:00,23.26,42.0,0.0,42.0,4.14
2021-01-18 07:00:00,23.65,339.0,41.99,311.0,4.9
